epoch,train_loss,validation_loss,validation_mode_macro_f1,validation_location_macro_f1,validation_joint_macro_f1,learning_rate
1,2.5325100127033804,1.70414148997202,0.618026630747378,0.6116209536633229,0.48287851438230806,0.0003
2,1.2516208762227348,1.091553142409661,0.718953647539629,0.7086639823059908,0.6432999555350322,0.0003
3,0.7787083590715781,1.0481149950549886,0.7959524464425742,0.7392682311809653,0.7154254058599084,0.0003
4,0.5488573794209637,0.988109598781232,0.8261312149906219,0.7632148721686255,0.7497485043427727,0.0003
5,0.4089188679744457,1.0458076510683765,0.8217182560726427,0.7780382446715635,0.7617393246536458,0.0003
6,0.3143165887087241,1.1452824295185988,0.8142284380750024,0.7686888003044485,0.7435329229833777,0.0003
7,0.2707050886053692,1.0489068213134012,0.8254083080733235,0.7812403284101295,0.7572750691706358,0.0003
8,0.19604235709398643,1.2233784143275102,0.8067932725907826,0.7816821783528709,0.7572963548910734,0.0003
9,0.15982717762504958,1.2216168129439855,0.823523450207244,0.7887912144768501,0.7754680598331753,0.0003
10,0.13550977325987543,1.254859096467004,0.820777937204937,0.7833602879432643,0.762303953550169,0.0003
11,0.11490033576771674,1.3546635681183756,0.8076033815958287,0.784635161375315,0.761234408243413,0.0003
12,0.11351767197308413,1.3580912121555262,0.8112573292297572,0.7931315314236124,0.7669556299506157,0.0003
13,0.08907400268932869,1.332640316167955,0.8286834257497575,0.7972640580090894,0.779652451388374,0.0003
14,0.0793259479670689,1.3889352521544667,0.832613420289805,0.8023118083164874,0.7867439001640585,0.0003
15,0.07431501182673991,1.3193439812460468,0.8275537799939497,0.802970587385078,0.7861505995115949,0.0003
16,0.0703180737513692,1.400305032303288,0.8300519856020901,0.8103624919233764,0.7888481677341708,0.0003
17,0.06961650851300392,1.426558494653234,0.8307500059679126,0.7945441888785286,0.7747026455145616,0.0003
18,0.05588906213412796,1.469072890717028,0.8259609974211983,0.7982724990718548,0.7759881834967557,0.0003
19,0.05444979866802464,1.4788424677631995,0.8258533622186666,0.796482044561496,0.776299197211161,0.0003
20,0.0540113239327153,1.4686868237714976,0.8347363580075929,0.8051272436462368,0.7908824787806409,0.0003
21,0.04160302266992372,1.4799346503842659,0.8361401037679684,0.8129849004385804,0.7977636152433487,0.0003
22,0.051307575408069565,1.7799418065610257,0.8295965936884627,0.8057174753085231,0.7862380683060868,0.0003
23,0.050250984985252906,1.6019093019749757,0.8323475850272842,0.7973608744261204,0.779559130986741,0.0003
24,0.0357841220897733,1.776913048159978,0.8248717619605025,0.7856578659792716,0.7630446457234002,0.0003
25,0.03283577923887763,1.593818399840429,0.8351734970997864,0.8021942777314892,0.7846328663586063,0.00015
26,0.02192640608297911,1.750018092325158,0.8300124985129167,0.8052385233498225,0.7866961056949197,0.00015
27,0.020932066444436025,1.836769533550018,0.8216160437608466,0.8003346811117228,0.7770725994335487,0.00015
28,0.016844360630002973,1.838900877163481,0.8196110596252204,0.8022144186986889,0.7803457596781309,0.00015
