epoch,train_loss,validation_loss,validation_mode_macro_f1,validation_location_macro_f1,validation_joint_macro_f1,learning_rate
1,2.5364565586404324,1.7017551277685115,0.624191060820664,0.6020944310458708,0.48183084610716026,0.0003
2,1.2488659415482561,1.0943381507209753,0.7210884888217989,0.7079745230309653,0.6401129561545815,0.0003
3,0.7639135858382302,0.9791853810312754,0.8073825430449189,0.7556621299287007,0.7286003944176904,0.0003
4,0.5326277823009711,0.9709170383660972,0.8300486619749942,0.7702943357905795,0.7550851066743941,0.0003
5,0.4020670640103205,1.0374682565508802,0.8323966717800189,0.7877038710953219,0.7743181253023953,0.0003
6,0.3041343272508789,1.1032611839753343,0.8419662693677571,0.7751726245620719,0.7548100590075332,0.0003
7,0.2451418246620003,1.1513210022445226,0.8188217778808088,0.7679473978083856,0.7457873444790489,0.0003
8,0.20290080619041034,1.1088152348333646,0.8301272581061133,0.7915052008190436,0.7777752251815405,0.0003
9,0.1530304229076795,1.2682903933772638,0.8141670225341912,0.7932711692946217,0.7712436963699089,0.0003
10,0.13859758139341727,1.2570236220054203,0.8364248794555147,0.7914611171437779,0.7776840805328995,0.0003
11,0.12651124280074547,1.3581812668563729,0.8082970398148293,0.7876277586837264,0.766221036641955,0.0003
12,0.1018415248359757,1.3999481046665025,0.8126311607819251,0.7956944847051253,0.7718062532954748,0.00015
13,0.07301625706169797,1.3655304946312117,0.8365452127624363,0.8073570713317206,0.7919648242843714,0.00015
14,0.06055694636257215,1.5451797209800122,0.8327205477275408,0.8000597661125343,0.7812999861045461,0.00015
15,0.05514103292277033,1.4928752091295439,0.8350542297340291,0.8027728703593976,0.7884004435061756,0.00015
16,0.050910371914220494,1.4861761756238654,0.8297453921782963,0.8064672347745373,0.7870644312000825,0.00015
17,0.04882776953593981,1.4852344067003664,0.8352319793537962,0.8024276660655233,0.7882460584518554,7.5e-05
18,0.041033607162963386,1.5429036450821398,0.8305640517359798,0.8049272437195866,0.7869033053626642,7.5e-05
19,0.03701649935709106,1.5286529263074022,0.8352059267185584,0.8085395173558583,0.7919134956505248,7.5e-05
20,0.03497280692232066,1.592801604952131,0.8382377984837998,0.8078276203383974,0.7908396251123743,7.5e-05
