time_s,time_from_fault_s,fault_label,target_depth_m,true_depth_m,measured_depth_m,depth_measurement_error_m,tracking_error_m,commanded_vertical_speed_mps,actual_vertical_speed_mps,expected_current_a,measured_current_a
28.90000000000014,-11.09999999999986,0,34.56000000000003,34.35234297481106,34.33404242604399,-0.01830054876706555,0.207657025188972,1.2930309466781458,1.206767182657052,21.395464200172185,21.013108467979976
29.000000000000142,-10.999999999999858,0,34.68000000000003,34.473017494925756,34.6111881191158,0.138170624190046,0.20698250507427218,1.2930070231587845,1.2067452011469995,21.395105347381765,21.271949802562848
29.100000000000144,-10.899999999999856,0,34.800000000000026,34.593689824029646,34.57228203607799,-0.021407787951652324,0.20631017597037982,1.2929831773656555,1.2067232910388699,21.394747660484832,21.31083307368872
29.200000000000145,-10.799999999999855,0,34.92000000000002,34.714359969239716,34.7267766852711,0.012416716031381725,0.205640030760307,1.29295940904611,1.2067014521006911,21.394391135691652,21.117955828662975
29.300000000000146,-10.699999999999854,0,35.04000000000002,34.83502793764985,34.7830268522595,-0.052001085390344315,0.20497206235017273,1.292935717948469,1.206679684101318,21.394035769227035,21.115937453224667
29.400000000000148,-10.599999999999852,0,35.16000000000002,34.95569373633088,34.9774151039562,0.021721367625318067,0.20430626366913884,1.2929121038217504,1.2066579868103093,21.393681557326257,21.32536567287553
29.50000000000015,-10.49999999999985,0,35.280000000000015,35.076357372330676,35.12415308135494,0.047795709024264,0.20364262766933905,1.29288856641582,1.2066363599979755,21.393328496237302,21.925135994507276
29.60000000000015,-10.39999999999985,0,35.40000000000001,35.19701885267421,35.11189273479208,-0.0851261178821332,0.20298114732580075,1.2928651054813773,1.2066148034353856,21.392976582220662,21.747273553812363
29.700000000000152,-10.299999999999848,0,35.52000000000001,35.31767818436365,35.199497372936115,-0.11818081142753556,0.20232181563635976,1.2928417207699225,1.2065933168943521,21.39262581154884,20.877472810590156
29.800000000000153,-10.199999999999847,0,35.64000000000001,35.43833537437839,35.470805013023686,0.03246963864529562,0.2016646256216177,1.2928184120337027,1.2065719001473907,21.39227618050554,21.493662846749046
29.900000000000155,-10.099999999999845,0,35.760000000000005,35.55899042967517,35.448837169579626,-0.11015326009554371,0.20100957032483535,1.2927951790259173,1.2065505529678322,21.39192768538876,21.618048376542298
30.000000000000156,-9.999999999999844,0,35.88,35.67964335718814,35.66253983498915,-0.017103522198993915,0.20035664281186172,1.2927720215004395,1.2065292751296919,21.39158032250659,21.451463448027425
30.100000000000158,-9.899999999999842,0,36.0,35.80029416382891,35.80784185404011,0.007547690211204383,0.19970583617109128,1.2927489392119265,1.2065080664076921,21.391234088178898,20.819634952443618
30.20000000000016,-9.79999999999984,0,36.12,35.92094285648665,35.888596846119086,-0.03234601036756146,0.19905714351335035,1.2927259319159785,1.206486926577365,21.390888978739678,20.987384633560477
30.30000000000016,-9.69999999999984,0,36.239999999999995,36.04158944202813,36.082646509082835,0.04105706705470169,0.19841055797186158,1.2927029993688217,1.206465855414897,21.390544990532327,21.062485304594425
30.400000000000162,-9.599999999999838,0,36.35999999999999,36.16223392729786,36.11889414222436,-0.043339785073499115,0.1977660727021302,1.292680141327631,1.2064448526972704,21.390202119914466,21.297084822501198
